City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,tobelo,1.7284,128.0095,26.57,79,79,1.14,ID,1698172135
281,iskateley,67.6803,53.1512,-4.99,82,98,4.47,RU,1698172135
282,tieli,46.95,128.05,4.34,83,12,0.81,CN,1698172136
283,namsos,64.4662,11.4957,4.03,81,75,5.66,NO,1698172136
284,murghob,38.1702,73.9667,-0.36,45,2,0.96,TJ,1698172136
285,minas de marcona,-15.2119,-75.1103,16.24,85,98,6.44,PE,1698172136
286,hithadhoo,-0.6,73.0833,27.65,77,47,6.88,MV,1698172137
287,shimoda,34.6667,138.95,17.76,71,100,2.43,JP,1698172137
288,alesund,62.4723,6.1549,8.2,86,0,2.57,NO,1698172137
289,bathsheba,13.2167,-59.5167,30.34,84,40,5.14,BB,1698172137
290,forbesganj,26.3,87.25,21.75,67,5,1.94,IN,1698172137
291,kuta,-8.7233,115.1723,26.97,88,20,1.54,ID,1698172138
292,lubao,14.9167,120.55,26.84,88,96,1.49,PH,1698172138
293,cabo san lucas,22.8909,-109.9124,29.23,63,40,8.23,MX,1698171628
294,ust-nera,64.5667,143.2,-18.38,99,100,0.95,RU,1698172138
295,nova vicosa,-17.8919,-39.3719,27.29,65,75,7.84,BR,1698172139
296,mlimba,-8.8,35.8167,28.66,56,72,3.04,TZ,1698172139
297,la ronge,55.1001,-105.2842,-4.86,68,75,5.14,CA,1698172139
298,polyarnyy,69.1989,33.4478,0.75,83,100,3.69,RU,1698172139
299,monte alegre,-2.0078,-54.0692,34.1,43,96,1.37,BR,1698171936
300,mbandaka,0.0487,18.2603,22.53,97,97,1.81,CD,1698172140
301,carutapera,-1.195,-46.02,30.21,60,91,4.87,BR,1698172140
302,poxoreo,-15.8372,-54.3892,40.56,19,79,2.04,BR,1698172140
303,nadi,-17.8,177.4167,23.0,73,40,3.6,FJ,1698172140
304,kangaba,11.9333,-8.4167,31.96,32,91,0.76,ML,1698172140
305,atherton,53.5237,-2.4935,10.58,93,94,1.87,GB,1698172141
306,baotou,40.6522,109.8222,11.74,25,0,2.32,CN,1698172141
307,porto velho,-8.7619,-63.9039,38.4,29,60,1.7,BR,1698172141
308,krasnyy yar,46.5331,48.3456,12.96,61,91,5.85,RU,1698172142
309,palmer,42.1584,-72.3287,16.47,55,37,0.89,US,1698172007
310,campechuela,20.2342,-77.2789,32.92,50,56,7.94,CU,1698172142
311,klaksvik,62.2266,-6.589,8.51,87,36,7.45,FO,1698172142
312,yuzhno-kurilsk,44.0306,145.8556,10.21,77,100,4.04,RU,1698172142
313,belokurikha,51.9959,84.9896,3.52,68,100,2.33,RU,1698172143
314,manta,-0.95,-80.7333,24.88,83,100,5.14,EC,1698172143
315,amga,60.8953,131.9608,-5.47,99,100,0.8,RU,1698172143
316,freetown,8.484,-13.2299,29.84,70,75,3.09,SL,1698172143
317,kosh-agach,50.0,88.6667,-2.61,44,77,1.79,RU,1698172144
318,gaalkacyo,6.7697,47.4308,28.43,64,74,6.84,SO,1698172144
319,khandyga,62.6667,135.6,-17.53,100,97,0.43,RU,1698172144
320,katsuura,35.1333,140.3,17.96,73,99,2.04,JP,1698172144
321,villa gesell,-37.2639,-56.973,13.43,75,21,8.73,AR,1698171969
322,weno,7.4515,151.8468,25.97,94,75,2.06,FM,1698172145
323,comodoro rivadavia,-45.8667,-67.5,17.92,39,20,8.23,AR,1698172145
324,kani keli,-12.9536,45.1033,26.59,78,3,3.67,YT,1698172145
325,colonia,50.9333,6.95,11.83,88,0,2.06,DE,1698172145
326,kaiyuan,23.6977,103.3037,15.83,94,18,1.63,CN,1698172146
327,tokoname,34.8833,136.85,16.13,82,68,2.57,JP,1698172146
328,knoxville,35.9606,-83.9207,24.61,38,0,0.89,US,1698171960
329,papao,-17.75,-149.55,27.82,77,93,4.74,PF,1698172146
330,sisimiut,66.9395,-53.6735,-3.31,69,100,4.14,GL,1698172147
331,vitoria da conquista,-14.8661,-40.8394,33.15,24,56,1.87,BR,1698172049
332,ebon,4.582,168.6964,28.22,74,100,3.55,MH,1698172147
333,alofi,-19.0595,-169.9187,21.94,73,91,3.6,NU,1698172147
334,shubarshi,48.5872,57.1869,9.7,63,99,7.52,KZ,1698172148
335,terme,41.2092,36.9739,15.96,83,41,1.75,TR,1698172148
336,vorkuta,67.5,64.0,-14.56,100,99,2.76,RU,1698172148
337,faya-largeau,17.9257,19.1043,28.15,17,0,5.34,TD,1698172148
338,saint-philippe,-21.3585,55.7679,23.77,82,49,4.07,RE,1698172149
339,coyhaique,-45.5752,-72.0662,14.97,44,40,4.63,CL,1698172149
340,dowlatabad,32.7998,51.6955,18.82,27,40,6.17,IR,1698172149
341,fale old settlement,-9.3852,-171.2468,28.61,72,67,4.25,TK,1698172149
342,vysokiy,58.35,60.05,-3.0,74,100,2.37,RU,1698172150
343,port saint john's,-31.6229,29.5448,19.15,71,20,6.23,ZA,1698172150
344,lorengau,-2.0226,147.2712,26.46,85,98,1.98,PG,1698172150
345,novodvinsk,64.4165,40.8122,1.55,74,97,2.39,RU,1698172150
346,kingisepp,59.3733,28.6134,-1.45,75,96,1.86,RU,1698172150
347,boguchany,58.3814,97.4531,-1.19,79,72,4.47,RU,1698172151
348,walvis bay,-22.9575,14.5053,15.61,83,21,5.11,NA,1698172151
349,tannum sands,-23.9504,151.3693,19.94,83,40,2.06,AU,1698172151
350,tofol,5.3248,163.0078,28.74,71,65,2.76,FM,1698172151
351,daru,-9.0763,143.2092,22.92,82,10,4.19,PG,1698172151
352,betio village,1.358,172.9211,27.02,75,58,6.72,KI,1698172152
353,port lincoln,-34.7333,135.8667,11.9,55,58,8.43,AU,1698172152
354,waddan,29.1614,16.139,29.47,21,0,2.74,LY,1698172152
355,kranuan,16.7067,103.0788,26.2,83,100,1.46,TH,1698172152
356,nagqu,31.5,92.0,-3.37,86,100,2.42,CN,1698172153
357,upington,-28.4478,21.2561,25.21,18,0,2.06,ZA,1698172153
358,akdagmadeni,39.6603,35.8836,15.18,47,11,2.37,TR,1698171961
359,vernon,50.2581,-119.2691,5.72,77,100,1.03,CA,1698172059
360,ust'-uda,54.1742,103.0304,-2.74,67,68,1.71,RU,1698172154
361,shingu,33.7333,135.9833,15.9,93,100,2.53,JP,1698172154
362,wichian buri,15.6578,101.106,24.48,87,79,0.7,TH,1698172154
363,myitkyina,25.3833,97.4,19.1,99,100,0.55,MM,1698172154
364,muisne,0.6,-80.0333,26.05,81,100,4.54,EC,1698172155
365,matthew town,20.95,-73.6667,29.53,71,25,7.73,BS,1698172155
366,berezovyy,51.6667,135.7,0.41,81,14,0.77,RU,1698172155
367,mount isa,-20.7333,139.5,24.87,20,0,6.69,AU,1698172155
368,luderitz,-26.6481,15.1594,20.46,55,0,11.61,NA,1698172156
369,punata,-17.55,-65.8333,26.88,42,57,5.18,BO,1698172156
370,happy valley-goose bay,53.3168,-60.3315,8.17,49,75,6.69,CA,1698172156
371,tromso,69.6496,18.957,-3.99,63,0,2.06,NO,1698172156
372,al fqih ben calah,32.5009,-6.6906,19.4,40,4,2.03,MA,1698172156
373,bel ombre,-4.6167,55.4167,27.91,78,20,1.54,SC,1698172157
374,arraial do cabo,-22.9661,-42.0278,26.92,69,0,8.75,BR,1698171868
375,zboriv,49.6648,25.141,12.74,69,100,3.93,UA,1698172157
376,puerto ayacucho,5.6639,-67.6236,33.37,53,92,1.33,VE,1698172157
377,pisco,-13.7,-76.2167,22.23,78,20,4.63,PE,1698172158
378,corowa,-36.0333,146.3833,9.12,75,98,4.67,AU,1698172158
379,la'ie,21.6477,-157.9253,27.98,83,2,2.24,US,1698172158
380,arkhangel'sk,64.5401,40.5433,1.74,74,97,2.63,RU,1698172158
381,roma,43.2128,-75.4557,19.34,40,75,4.12,US,1698172158
382,hadibu,12.65,54.0333,27.22,81,95,4.36,YE,1698172159
383,simanggang,1.2472,111.4528,23.99,100,100,0.0,MY,1698172159
384,shimanovsk,52.0,127.7,0.79,66,67,2.22,RU,1698172159
385,salalah,17.0151,54.0924,27.05,94,75,1.03,OM,1698172159
386,nurota,40.5614,65.6886,15.23,56,2,1.88,UZ,1698172160
387,nashik,19.9833,73.8,23.02,47,62,1.81,IN,1698171886
388,olinda,-8.0089,-34.8553,28.85,65,20,5.14,BR,1698172116
389,gradiska,45.1411,17.25,22.14,62,100,2.0,BA,1698172160
390,kodinsk,58.6881,99.1844,-1.42,82,81,3.91,RU,1698172161
391,deqen,29.9618,90.7188,2.16,34,37,1.72,CN,1698172161
392,merizo village,13.2658,144.6691,27.85,95,47,4.2,GU,1698172161
393,road town,18.4167,-64.6167,31.05,74,40,4.12,VG,1698172161
394,qui nhon,13.7667,109.2333,24.9,90,100,2.36,VN,1698172162
395,pauini,-7.7136,-66.9764,38.8,29,40,1.32,BR,1698172162
396,new romney,50.986,0.9412,11.99,84,20,3.09,GB,1698172162
397,vila velha,-20.3297,-40.2925,27.97,76,0,10.29,BR,1698172162
398,ubari,26.5921,12.7805,29.31,17,0,3.23,LY,1698172162
399,villa huidobro,-34.8383,-64.5869,18.07,63,100,1.74,AR,1698172163
400,jand,33.4299,72.0193,23.49,38,0,1.01,PK,1698172163
401,basse-terre,16.1667,-61.6667,29.77,66,40,4.63,GP,1698172005
402,youssoufia,32.2463,-8.5294,21.24,43,49,4.47,MA,1698172163
403,belozersk,60.0326,37.7957,1.1,71,8,3.13,RU,1698172164
404,mil'kovo,55.6078,37.7956,0.33,70,88,3.27,RU,1698172164
405,zahedan,29.4963,60.8629,15.95,33,0,3.09,IR,1698172164
406,eureka,40.8021,-124.1637,14.96,83,14,0.89,US,1698171541
407,kayangel,8.0823,134.7173,28.7,74,99,3.62,PW,1698172164
408,piui,-20.4653,-45.9581,35.33,21,55,3.38,BR,1698172165
409,gadzhiyevo,69.2551,33.3362,0.5,83,99,3.62,RU,1698172165
410,puerto carreno,6.189,-67.4859,34.99,52,40,2.06,CO,1698172159
411,armyansk,46.1092,33.6921,14.91,66,23,1.24,UA,1698172145
412,colac,-38.3333,143.5833,6.57,69,31,4.41,AU,1698172165
413,macau,22.2006,113.5461,26.59,94,20,3.09,MO,1698172166
414,embi,48.8264,58.1442,8.83,60,100,7.87,KZ,1698172166
415,suncho corral,-27.9336,-63.4294,17.4,93,100,5.63,AR,1698172166
416,lospalos,-8.5186,127.0025,20.72,78,27,0.26,TL,1698172167
417,pusad,19.9,77.5833,21.78,56,42,1.42,IN,1698172167
418,kiama,-34.6833,150.8667,21.11,71,98,2.24,AU,1698172167
419,san antonio de pale,-1.4014,5.6325,26.14,81,96,4.89,GQ,1698172167
420,nekrasovskoye,57.6766,40.3657,0.0,79,0,2.0,RU,1698172168
421,uturoa,-16.7333,-151.4333,26.76,73,99,6.07,PF,1698172168
422,santa cruz del norte,23.1539,-81.9236,28.59,59,15,8.94,CU,1698172168
423,moab,38.5733,-109.5498,21.45,24,39,2.29,US,1698172169
424,lihue,21.9789,-159.3672,26.58,85,0,2.57,US,1698172067
425,gomez farias,23.05,-99.15,30.28,56,73,3.53,MX,1698172169
426,suoyarvi,62.0833,32.35,-3.28,84,6,1.8,RU,1698172169
427,las palmas de gran canaria,28.0997,-15.4134,23.76,60,40,7.72,ES,1698172169
428,kharkhorin,47.1975,102.8238,3.76,32,28,2.86,MN,1698172170
429,oranjemund,-28.55,16.4333,16.61,77,0,9.44,NA,1698172170
430,juan griego,11.0817,-63.9655,30.96,66,47,3.34,VE,1698172170
431,yen vinh,18.6667,105.6667,23.82,95,99,3.37,VN,1698172170
432,tolanaro,-25.0319,46.9987,24.04,94,40,0.0,MG,1698172170
433,suvorovskaya,44.1942,42.6539,15.97,71,100,3.25,RU,1698172171
434,francistown,-21.17,27.5079,29.83,16,0,3.79,BW,1698171961
435,askoy,60.4092,5.226,7.64,100,75,0.51,NO,1698172171
436,mpika,-11.8343,31.4529,23.88,28,100,2.57,ZM,1698172171
437,fort william,56.8165,-5.1121,8.5,82,100,1.67,GB,1698172172
438,nouadhibou,20.931,-17.0347,24.99,69,0,7.2,MR,1698172024
439,jayapura,-2.5333,140.7,25.66,90,90,2.36,ID,1698172172
440,huanggang,23.677,116.9996,22.94,88,96,1.14,CN,1698172172
441,kimbe,-5.5502,150.1429,23.9,92,100,2.31,PG,1698172172
442,male,4.1748,73.5089,27.97,89,75,3.09,MV,1698172007
443,taksimo,56.3444,114.8794,-0.41,81,100,2.35,RU,1698172173
444,kargasok,59.0556,80.8572,-0.58,77,100,5.36,RU,1698172173
445,shivpuri,25.4333,77.65,21.03,42,2,1.28,IN,1698172173
446,kuraymah,18.55,31.85,34.35,18,38,3.74,SD,1698172173
447,selfoss,63.9331,-20.9971,1.69,78,100,3.16,IS,1698172174
448,arkalyk,50.2486,66.9114,5.99,39,100,9.35,KZ,1698172174
449,machico,32.7,-16.7667,23.34,77,40,1.54,PT,1698172174
450,mount darwin,-16.7725,31.5838,28.52,40,2,1.36,ZW,1698172174
451,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1698172175
452,igrim,63.1906,64.4162,-2.46,64,7,3.0,RU,1698172175
453,fort st. john,56.2499,-120.8529,-11.06,79,75,0.0,CA,1698172175
454,prineville,44.2999,-120.8345,11.45,59,75,0.0,US,1698172043
455,lata,40.1629,-8.3327,17.18,97,97,1.66,PT,1698172175
456,thinadhoo,0.5333,72.9333,27.57,77,25,5.82,MV,1698172176
457,dwarka,22.2394,68.9678,27.86,73,57,5.74,IN,1698172176
458,twon-brass,4.3151,6.2418,26.15,84,100,7.15,NG,1698172176
459,rawson,-43.3002,-65.1023,19.16,39,0,9.26,AR,1698172176
460,waghai,20.7667,73.4833,24.08,48,46,1.87,IN,1698172177
461,tibati,6.4667,12.6333,22.69,71,93,1.84,CM,1698172177
462,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,1.03,EC,1698172177
463,javanrud,34.7961,46.5172,13.73,59,95,1.82,IR,1698172177
464,borgarnes,64.5383,-21.9206,4.03,81,100,2.23,IS,1698172178
465,cabedelo,-6.9811,-34.8339,29.37,65,57,5.23,BR,1698172178
466,mastic beach,40.7668,-72.8521,18.45,73,75,3.09,US,1698172178
467,buckhannon,38.994,-80.232,25.47,33,0,4.12,US,1698172178
468,poronaysk,49.2167,143.1167,6.67,86,60,1.54,RU,1698172178
469,yamoto,38.4274,141.2149,12.88,90,68,2.66,JP,1698172179
470,murwara,23.85,80.4,19.26,58,5,1.07,IN,1698172179
471,bonthe,7.5264,-12.505,26.33,84,100,2.59,SL,1698172179
472,dongola,19.1667,30.4833,32.26,23,0,6.55,SD,1698172179
473,arilje,43.7531,20.0956,15.2,48,86,3.28,RS,1698172180
474,san pedro pochutla,15.7333,-96.4667,27.84,56,100,5.11,MX,1698172180
475,erenhot,43.6475,111.9767,10.8,27,0,4.72,CN,1698172180
476,zaragoza,41.6561,-0.8773,17.23,55,75,4.12,ES,1698172180
477,tsiombe,-25.3,45.4833,23.37,80,77,1.92,MG,1698172181
478,dryden,49.7833,-92.7503,4.16,87,100,2.57,CA,1698172181
479,baiyin,36.5583,104.2081,11.61,28,60,1.09,CN,1698172181
480,harrisonville,38.6533,-94.3488,22.97,63,100,6.69,US,1698172181
481,nicoya,10.1483,-85.452,29.13,76,98,1.58,CR,1698172182
482,la foa,-21.7108,165.8276,22.29,85,100,2.51,NC,1698172182
483,turkestan,43.3333,68.25,12.11,50,9,2.04,KZ,1698172182
484,togur,58.3631,82.8265,-0.48,78,100,4.92,RU,1698172182
485,contamana,-7.3333,-75.0167,40.22,26,24,1.79,PE,1698172182
486,chipinge,-20.1883,32.6236,23.31,55,0,1.88,ZW,1698172183
487,viljoenskroon,-27.2084,26.9485,21.5,12,0,3.15,ZA,1698172183
488,nizhniy odes,63.6445,54.856,-2.35,83,96,4.31,RU,1698172183
489,zaozersk,69.4005,32.4476,-1.73,93,98,2.3,RU,1698172183
490,yarmouth,41.7057,-70.2286,17.78,72,40,3.6,US,1698172184
491,dabakala,8.3667,-4.4333,27.82,71,22,1.91,CI,1698172184
492,sao joao do piaui,-8.3581,-42.2467,38.24,22,63,2.87,BR,1698172184
493,hassi messaoud,31.6804,6.0729,29.92,19,75,2.57,DZ,1698172184
494,monticello,45.3055,-93.7941,16.1,80,75,4.63,US,1698172185
495,mata-utu,-13.2816,-176.1745,27.54,79,90,9.14,WF,1698172185
496,viedma,-40.8135,-62.9967,19.81,27,39,2.4,AR,1698172185
497,novyy urengoy,66.0833,76.6333,-3.85,88,70,1.99,RU,1698172185
498,rio grande,-32.035,-52.0986,23.06,76,99,6.95,BR,1698172186
499,genhe,50.7833,121.5167,1.11,59,39,1.55,CN,1698172186
500,kazanskoye,55.6448,69.235,4.25,86,100,7.0,RU,1698172186
501,kourou,5.1552,-52.6478,34.03,62,27,4.83,GF,1698172186
502,islamkot,24.6997,70.177,29.97,34,47,4.36,PK,1698172187
503,port blair,11.6667,92.75,27.39,80,14,1.79,IN,1698172187
504,southampton,50.904,-1.4043,12.95,92,20,1.34,GB,1698172187
505,mossel bay,-34.1831,22.146,15.96,79,21,2.58,ZA,1698172187
506,ouadda,8.0777,22.4007,23.64,75,74,1.07,CF,1698172187
507,camocim,-2.9022,-40.8411,31.11,58,100,9.02,BR,1698172188
508,nuevo ideal,24.8875,-105.0728,21.41,33,0,1.52,MX,1698172188
509,mabaruma,8.2,-59.7833,33.0,62,40,0.0,GY,1698172188
510,bodaybo,57.8506,114.1933,-0.74,79,100,4.93,RU,1698172188
511,brisas de zicatela,15.8369,-97.0419,29.29,58,100,5.14,MX,1698172188
512,yilan,24.757,121.753,25.01,92,14,1.09,TW,1698172189
513,sainte-anne-des-monts,49.124,-66.4924,7.93,76,94,9.77,CA,1698172189
514,pasni,25.2631,63.471,26.61,83,87,4.02,PK,1698172189
515,upata,8.0086,-62.3989,30.39,58,72,1.32,VE,1698172190
516,l'govskiy,51.6307,35.2775,5.54,79,71,2.6,RU,1698172190
517,jertih,5.7336,102.4897,24.57,91,13,1.29,MY,1698172190
518,dosso,13.049,3.1937,30.99,19,86,1.36,NE,1698172190
519,nabire,-3.3667,135.4833,25.31,87,89,1.91,ID,1698172190
520,lagos,6.5833,3.75,29.18,89,99,2.58,NG,1698172037
521,alice,27.7523,-98.0697,30.85,66,100,6.69,US,1698172191
522,bafra,41.5678,35.9069,17.35,83,44,0.71,TR,1698172191
523,lander,42.833,-108.7307,12.84,79,0,2.57,US,1698172189
524,cockburn town,21.4612,-71.1419,28.53,75,25,9.07,TC,1698172107
525,cidreira,-30.1811,-50.2056,20.69,86,91,5.46,BR,1698172192
526,orchard homes,46.8633,-114.0484,9.4,57,40,3.6,US,1698172192
527,mugia,43.1041,-9.2179,18.84,86,24,9.66,ES,1698172192
528,kununurra,-15.7667,128.7333,24.99,83,12,0.0,AU,1698172192
529,wuwei,37.9281,102.6414,10.38,23,82,1.16,CN,1698172193
530,dundaga,57.5167,22.35,5.89,85,100,3.69,LV,1698172193
531,puerto aysen,-45.4,-72.7,12.47,76,99,2.5,CL,1698172193
532,mazagao,-0.115,-51.2894,33.03,41,100,2.41,BR,1698172193
533,zuunmod,47.7069,106.9528,-5.43,86,7,2.07,MN,1698172193
534,kerouane,9.2667,-9.0167,24.26,84,73,0.99,GN,1698172194
535,nizhniy ingash,56.2,96.53,-1.13,63,57,3.48,RU,1698172194
536,san sebastian de la gomera,28.0916,-17.1133,25.2,57,0,2.57,ES,1698172194
537,villa de arista,22.65,-100.8333,24.45,45,65,3.91,MX,1698172195
538,isiolo,0.3546,37.5822,24.96,56,100,3.99,KE,1698172195
539,krasnyy kut,50.95,46.9667,5.12,69,99,7.42,RU,1698172195
540,aktobe,50.2797,57.2072,8.05,93,100,8.0,KZ,1698172195
541,port douglas,-16.4833,145.4667,21.94,78,6,1.48,AU,1698172195
542,sao tome,0.3365,6.7273,28.02,78,75,2.06,ST,1698172196
543,phan thiet,10.9333,108.1,25.02,90,78,1.71,VN,1698172196
544,maba,24.6841,113.5984,21.58,89,23,0.47,CN,1698172196
545,tutoia,-2.7619,-42.2744,28.86,68,83,7.38,BR,1698172196
546,bardai,11.65,7.2333,26.34,20,43,2.83,NG,1698172197
547,skelleftea,64.7507,20.9528,-1.8,94,75,1.54,SE,1698172197
548,alta,69.9689,23.2717,-6.41,79,0,4.63,NO,1698172197
549,velikiy novgorod,58.5167,31.2833,2.77,79,34,2.04,RU,1698172197
550,lib,8.3122,167.3766,28.47,75,100,5.15,MH,1698172197
551,at taj,24.2049,23.2857,24.15,25,0,5.02,LY,1698172198
552,nanao,37.05,136.9667,13.99,84,97,1.46,JP,1698172198
553,uray,60.1247,64.7758,-2.29,73,100,1.79,RU,1698172198
554,ancud,-41.8697,-73.8203,11.8,62,22,4.16,CL,1698172198
555,iwanai,42.9744,140.5089,9.38,95,88,2.77,JP,1698172199
556,huyuk,37.9539,31.5964,17.25,37,3,1.0,TR,1698172199
557,tsumeb,-19.2333,17.7167,30.73,8,6,4.5,NA,1698172199
558,urangan,-25.3,152.9,22.03,82,0,4.89,AU,1698172199
559,yatagan,37.3403,28.1428,20.92,38,99,0.38,TR,1698172200
560,mocajuba,-2.5842,-49.5072,33.1,46,97,1.3,BR,1698172183
561,antofagasta,-23.65,-70.4,18.6,68,29,5.29,CL,1698172200
562,mansalay,12.5167,121.4,24.61,88,100,3.32,PH,1698172201
